"day","value"
2015-02-11,146.276710837
2015-02-12,146.717635361
2015-02-13,145.50509292
2015-02-14,144.953937265
2015-02-15,145.50509292
2015-02-16,145.394861789
2015-02-17,145.835786313
2015-02-18,145.615324051
2015-02-19,146.717635361
2015-02-20,146.827866492
2015-02-21,146.827866492
2015-02-22,146.60740423
2015-02-23,147.379022147
2015-02-24,147.489253278
2015-02-26,146.166479706
2015-02-27,145.615324051
2015-02-28,146.60740423
2015-03-01,146.166479706
2015-03-02,146.938097623
2015-03-03,145.725555182
2015-03-04,145.394861789
2015-03-05,143.631163693
2015-03-06,143.851625955
2015-03-07,144.40278161
2015-03-08,142.639083514
2015-03-09,145.725555182
2015-03-10,145.50509292
2015-03-11,144.843706134
2015-03-12,144.072088217
2015-03-13,145.284630658
2015-03-14,145.615324051
2015-03-15,145.50509292
2015-03-16,144.623243872
2015-03-17,145.394861789
2015-03-18,145.394861789
2015-03-19,146.60740423
2015-03-20,146.60740423
2015-03-23,144.733475003
2015-03-24,144.072088217
2015-03-25,143.741394824
2015-03-26,143.3004703
2015-03-27,143.3004703
2015-03-28,143.741394824
2015-03-29,143.3004703
2015-03-30,144.40278161
2015-03-31,144.292550479
2015-04-01,144.513012741
2015-04-02,145.064168396
2015-04-03,144.182319348
2015-04-04,144.513012741
2015-04-06,144.953937265
2015-04-07,144.072088217
2015-04-08,145.284630658
2015-04-09,144.40278161
2015-04-10,143.961857086
2015-04-11,142.528852383
2015-04-12,143.851625955
2015-04-13,143.631163693
2015-04-14,144.513012741
2015-04-16,145.835786313
2015-04-17,146.166479706
2015-04-18,144.953937265
2015-04-19,145.50509292
2015-04-20,144.843706134
2015-04-21,144.953937265
2015-04-22,144.513012741
2015-04-23,145.394861789
2015-04-24,145.615324051
2015-04-25,146.166479706
2015-04-26,145.835786313
2015-04-27,145.835786313
2015-04-28,144.513012741
2015-04-29,144.072088217
2015-04-30,143.520932562
2015-05-01,143.851625955
2015-05-02,144.623243872
2015-05-03,144.843706134
2015-05-04,144.733475003
2015-05-05,144.513012741
2015-05-06,144.072088217
2015-05-07,143.961857086
2015-05-08,143.741394824
2015-05-09,143.631163693
2015-05-10,144.40278161
2015-05-11,143.410701431
