"day","value"
2015-08-21,143.741394824
2015-08-22,143.3004703
2015-08-23,143.080008038
2015-08-24,142.749314645
2015-08-25,143.190239169
2015-08-26,142.528852383
2015-08-28,142.087927859
2015-08-29,143.080008038
2015-08-30,142.969776907
2015-08-31,142.749314645
2015-09-01,143.3004703
2015-09-02,142.528852383
2015-09-03,142.308390121
2015-09-04,140.544692025
2015-09-05,141.426541073
2015-09-06,142.087927859
2015-09-07,140.544692025
2015-09-08,140.875385418
2015-09-09,141.206078811
2015-09-11,141.206078811
2015-09-12,141.316309942
2015-09-13,140.875385418
2015-09-14,141.316309942
2015-09-15,141.536772204
2015-09-16,140.765154287
2015-09-17,140.985616549
2015-09-18,140.654923156
2015-09-19,141.206078811
2015-09-20,139.442380715
2015-09-21,141.647003335
2015-09-22,141.867465597
2015-09-23,140.985616549
2015-09-24,140.875385418
2015-09-25,140.985616549
2015-09-26,141.977696728
2015-09-27,141.867465597
2015-09-28,141.977696728
2015-09-29,141.977696728
2015-09-30,141.206078811
2015-10-01,141.206078811
2015-10-02,141.426541073
2015-10-03,143.410701431
2015-10-04,142.859545776
2015-10-05,142.639083514
2015-10-06,143.080008038
2015-10-07,141.977696728
2015-10-08,143.190239169
2015-10-09,143.631163693
2015-10-10,144.292550479
2015-10-11,143.741394824
2015-10-12,142.859545776
2015-10-13,143.741394824
2015-10-14,140.985616549
2015-10-16,144.843706134
2015-10-17,144.953937265
2015-10-18,144.843706134
2015-10-19,144.40278161
2015-10-20,144.40278161
2015-10-21,144.843706134
2015-10-22,144.623243872
2015-10-23,145.394861789
2015-10-24,144.40278161
2015-10-25,143.410701431
2015-10-26,143.190239169
2015-10-27,143.741394824
2015-10-28,143.410701431
2015-10-29,143.3004703
2015-10-30,143.631163693
2015-10-31,145.394861789
2015-11-01,144.513012741
2015-11-02,144.40278161
2015-11-03,144.40278161
2015-11-09,145.50509292
2015-11-10,144.733475003
2015-11-11,145.615324051
2015-11-12,144.843706134
2015-11-13,144.292550479
2015-11-14,144.513012741
2015-11-15,143.410701431
2015-11-16,144.182319348
2015-11-17,144.072088217
2015-11-19,144.072088217
2015-11-20,144.843706134
2015-11-21,144.843706134
2015-11-22,145.174399527
2015-11-23,145.50509292
2015-11-24,146.386941968
2015-11-25,145.284630658
2015-11-26,144.513012741
2015-11-27,145.725555182
2015-11-28,145.064168396
2015-11-29,145.064168396
2015-11-30,145.394861789
2015-12-01,144.953937265
2015-12-02,145.394861789
2015-12-03,145.174399527
2015-12-04,145.394861789
2015-12-05,146.386941968
2015-12-06,145.835786313
2015-12-07,145.725555182
2015-12-08,145.394861789
2015-12-09,145.064168396
2015-12-10,146.276710837
2015-12-11,146.056248575
2015-12-12,147.379022147
2015-12-13,146.938097623
2015-12-14,146.938097623
2015-12-15,145.946017444
2015-12-16,146.497173099
2015-12-17,147.489253278
2015-12-18,146.717635361
2015-12-19,146.386941968
2015-12-20,147.048328754
2015-12-21,147.379022147
2015-12-22,145.725555182
2015-12-23,145.615324051
2015-12-24,145.50509292
2015-12-25,146.276710837
2015-12-26,146.827866492
2015-12-27,146.386941968
2015-12-28,146.056248575
2015-12-29,145.615324051
2015-12-31,145.725555182
2016-01-01,146.60740423
2016-01-02,145.946017444
2016-01-03,146.60740423
2016-01-04,146.386941968
2016-01-05,145.394861789
2016-01-06,145.174399527
2016-01-08,145.835786313
2016-01-09,147.048328754
2016-01-10,145.946017444
2016-01-11,145.725555182
2016-01-12,145.835786313
2016-01-13,147.379022147
2016-01-15,145.50509292
2016-01-16,146.386941968
2016-01-17,147.268791016
2016-01-18,146.276710837
2016-01-19,147.599484409
2016-01-20,147.819946671
2016-01-22,146.60740423
2016-01-24,146.497173099
2016-01-25,146.276710837
2016-01-26,146.386941968
2016-01-27,146.497173099
2016-01-29,147.158559885
2016-01-31,149.91433816
2016-02-01,150.245031553
2016-02-02,149.473413636
2016-02-03,149.363182505
2016-02-04,149.91433816
2016-02-05,149.032489112
2016-02-06,149.91433816
2016-02-08,150.465493815
2016-02-09,150.465493815
2016-02-10,150.245031553
2016-02-11,150.134800422
2016-02-12,151.567805125
2016-02-13,150.134800422
2016-02-14,150.024569291
2016-02-15,151.567805125
2016-02-16,150.906418339
2016-02-17,150.245031553
2016-02-18,150.134800422
2016-02-19,150.024569291
2016-02-20,150.796187208
2016-02-21,150.355262684
2016-02-22,148.81202685
2016-02-23,148.922257981
2016-02-24,149.032489112
2016-02-25,149.252951374
2016-02-26,149.252951374
2016-02-27,150.245031553
2016-02-29,150.355262684
2016-03-01,149.804107029
2016-03-03,149.363182505
2016-03-04,148.701795719
2016-03-05,149.693875898
2016-03-06,149.804107029
2016-03-07,150.796187208
2016-03-08,150.024569291
2016-03-09,149.363182505
2016-03-10,150.134800422
2016-03-11,149.032489112
2016-03-12,149.252951374
2016-03-13,149.693875898
2016-03-14,151.347342863
2016-03-15,150.796187208
2016-03-16,149.142720243
2016-03-17,148.481333457
2016-03-18,147.930177802
2016-03-20,150.355262684
2016-03-21,149.91433816
2016-03-22,148.591564588
2016-03-24,149.032489112
2016-03-25,149.363182505
2016-03-27,149.252951374
2016-03-28,151.898498518
2016-03-29,151.788267387
2016-03-30,150.024569291
2016-04-01,147.930177802
2016-04-02,148.922257981
2016-04-03,147.930177802
2016-04-04,148.150640064
2016-04-07,148.81202685
2016-04-08,148.371102326
2016-04-09,148.371102326
2016-04-10,148.481333457
2016-04-11,148.591564588
2016-04-12,148.040408933
2016-04-13,148.591564588
2016-04-14,148.591564588
2016-04-17,148.81202685
2016-04-18,149.142720243
2016-04-19,149.473413636
2016-04-20,149.804107029
2016-04-21,150.024569291
2016-04-24,150.355262684
2016-04-25,150.134800422
2016-04-26,149.804107029
2016-04-27,149.252951374
2016-04-28,148.371102326
2016-04-29,148.260871195
2016-04-30,148.150640064
2016-05-01,149.252951374
2016-05-02,148.591564588
2016-05-03,148.481333457
2016-05-04,149.142720243
2016-05-05,148.922257981
2016-05-06,149.473413636
2016-05-07,150.024569291
2016-05-08,151.01664947
2016-05-09,150.355262684
2016-05-10,149.583644767
2016-05-11,149.693875898
2016-05-12,149.142720243
2016-05-13,148.701795719
2016-05-14,150.024569291
2016-05-15,150.465493815
2016-05-16,150.465493815
2016-05-17,149.693875898
2016-05-18,151.01664947
2016-05-19,150.245031553
2016-05-22,150.024569291
2016-05-23,150.906418339
2016-05-24,151.678036256
2016-05-25,152.11896078
2016-05-26,150.575724946
2016-05-27,150.134800422
2016-05-28,150.685956077
2016-05-29,150.465493815
2016-05-30,149.91433816
2016-05-31,149.363182505
2016-06-01,149.252951374
2016-06-02,149.142720243
2016-06-03,149.583644767
2016-06-04,149.252951374
2016-06-06,149.583644767
2016-06-07,149.693875898
2016-06-09,149.032489112
2016-06-10,151.126880601
2016-06-11,150.355262684
2016-06-12,150.575724946
2016-06-13,151.457573994
2016-06-14,151.457573994
2016-06-15,152.229191911
2016-06-17,151.237111732
2016-06-18,151.347342863
2016-06-19,151.788267387
2016-06-20,150.685956077
2016-06-21,151.347342863
2016-06-22,151.01664947
2016-06-23,151.126880601
2016-06-24,150.906418339
2016-06-25,150.245031553
2016-06-26,150.245031553
2016-06-27,151.01664947
2016-06-29,151.237111732
2016-06-30,150.355262684
2016-07-02,151.126880601
2016-07-03,152.008729649
2016-07-04,153.111040959
2016-07-05,151.898498518
2016-07-06,151.347342863
2016-07-07,151.567805125
2016-07-08,150.906418339
2016-07-11,150.906418339
2016-07-13,150.685956077
2016-07-14,150.685956077
2016-07-15,150.355262684
2016-07-19,152.559885304
2016-07-21,151.898498518
2016-07-22,151.457573994
2016-07-24,152.670116435
2016-07-25,152.229191911
2016-07-26,152.559885304
2016-07-27,152.890578697
2016-07-28,152.229191911
2016-07-30,151.788267387
2016-07-31,151.788267387
2016-08-02,152.11896078
2016-08-04,150.685956077
2016-08-05,151.126880601
2016-08-06,152.449654173
2016-08-07,153.331503221
2016-08-10,153.441734352
2016-08-11,153.331503221
2016-08-12,152.670116435
2016-08-14,153.551965483
2016-08-15,153.111040959
2016-08-17,152.339423042
2016-08-18,152.229191911
2016-08-19,152.008729649
2016-08-20,152.339423042
2016-08-21,153.000809828
2016-08-22,153.331503221
2016-08-23,152.670116435
2016-08-24,153.000809828
2016-08-25,152.339423042
2016-08-26,152.780347566
2016-08-27,153.551965483
2016-08-28,153.882658876
2016-08-29,153.551965483
2016-08-30,153.22127209
2016-08-31,153.111040959
2016-09-01,152.229191911
2016-09-02,152.670116435
2016-09-03,152.890578697
2016-09-04,153.992890007
2016-09-05,153.000809828
2016-09-06,152.339423042
2016-09-07,151.126880601
2016-09-08,150.906418339
2016-09-09,151.898498518
2016-09-10,151.347342863
2016-09-11,152.339423042
2016-09-12,151.788267387
2016-09-13,151.457573994
2016-09-14,151.898498518
2016-09-15,151.237111732
2016-09-16,151.788267387
2016-09-17,151.788267387
2016-09-18,151.347342863
2016-09-19,152.229191911
2016-09-20,152.008729649
2016-09-21,152.11896078
2016-09-22,152.008729649
2016-09-23,151.898498518
2016-09-24,151.788267387
2016-09-25,151.678036256
2016-09-26,151.01664947
2016-09-27,151.788267387
2016-09-28,152.008729649
2016-09-30,151.01664947
2016-10-01,151.237111732
2016-10-02,151.457573994
2016-10-03,151.126880601
2016-10-04,151.678036256
2016-10-05,152.008729649
2016-10-06,153.000809828
2016-10-07,153.111040959
2016-10-08,152.339423042
2016-10-09,151.898498518
2016-10-10,152.339423042
2016-10-11,152.11896078
2016-10-12,151.898498518
2016-10-13,151.126880601
2016-10-14,151.678036256
2016-10-15,150.906418339
2016-10-16,151.01664947
2016-10-17,151.237111732
2016-10-18,152.339423042
2016-10-19,152.339423042
2016-10-20,152.449654173
2016-10-21,151.237111732
2016-10-22,152.559885304
2016-10-23,152.780347566
2016-10-24,152.890578697
2016-10-25,152.229191911
2016-10-27,152.339423042
2016-10-28,152.559885304
2016-10-30,151.788267387
2016-10-31,150.796187208
2016-11-02,151.237111732
2016-11-03,150.465493815
2016-11-04,151.237111732
2016-11-06,150.685956077
2016-11-07,151.01664947
2016-11-08,150.024569291
2016-11-09,150.465493815
2016-11-10,149.583644767
2016-11-11,150.024569291
2016-11-12,150.355262684
2016-11-13,150.796187208
2016-11-14,150.134800422
2016-11-15,152.008729649
2016-11-16,152.11896078
2016-11-17,151.457573994
2016-11-18,151.788267387
2016-11-19,151.01664947
2016-11-20,150.685956077
2016-11-21,150.906418339
2016-11-22,151.01664947
2016-11-23,152.008729649
2016-11-24,151.347342863
2016-11-25,152.449654173
2016-11-26,152.339423042
2016-11-27,151.788267387
2016-11-28,151.678036256
2016-12-09,151.678036256
2016-12-11,152.008729649
2016-12-12,152.339423042
2016-12-13,152.229191911
2016-12-14,152.559885304
2016-12-16,152.670116435
2016-12-17,152.780347566
2016-12-19,151.788267387
2016-12-20,151.567805125
2016-12-21,151.678036256
2016-12-22,152.670116435
2016-12-23,152.670116435
2016-12-24,152.559885304
2016-12-25,152.670116435
2016-12-26,152.11896078
2016-12-27,152.559885304
2016-12-28,152.229191911
2016-12-29,152.11896078
2016-12-30,152.780347566
2016-12-31,152.780347566
2017-01-01,152.780347566
2017-01-02,152.890578697
2017-01-03,153.000809828
2017-01-04,153.662196614
2017-01-05,153.111040959
2017-01-06,152.670116435
2017-01-07,153.111040959
2017-01-08,152.780347566
2017-01-09,153.000809828
2017-01-11,152.780347566
2017-01-12,153.441734352
2017-01-13,153.331503221
2017-01-14,153.331503221
2017-01-16,154.103121138
2017-01-17,153.000809828
2017-01-18,153.662196614
2017-01-19,153.331503221
2017-01-20,153.111040959
2017-01-21,152.780347566
2017-01-22,152.339423042
2017-01-23,152.008729649
2017-01-24,152.890578697
2017-01-25,152.559885304
2017-01-26,151.898498518
2017-01-27,151.678036256
2017-01-28,151.457573994
2017-01-29,151.457573994
2017-01-30,150.465493815
2017-02-01,150.685956077
2017-02-02,151.347342863
2017-02-03,150.685956077
2017-02-04,151.01664947
2017-02-05,150.465493815
2017-02-06,150.134800422
2017-02-07,150.465493815
2017-02-08,150.245031553
2017-02-09,150.685956077
2017-02-10,149.91433816
2017-02-11,149.252951374
2017-02-12,149.693875898
2017-02-13,150.575724946
2017-02-14,150.024569291
2017-02-15,149.693875898
2017-02-16,150.355262684
2017-02-17,150.685956077
2017-02-18,151.126880601
2017-02-19,151.126880601
2017-02-20,150.355262684
2017-02-21,150.575724946
2017-02-22,151.237111732
2017-02-23,151.126880601
2017-02-25,150.575724946
2017-02-26,151.457573994
2017-02-27,150.685956077
2017-02-28,150.796187208
2017-03-03,150.796187208
2017-03-04,150.465493815
2017-03-05,150.465493815
2017-03-07,150.355262684
2017-03-08,150.685956077
2017-03-09,151.126880601
2017-03-10,153.882658876
2017-03-11,151.01664947
2017-03-12,150.575724946
2017-03-13,150.134800422
2017-03-14,151.126880601
2017-03-16,152.890578697
2017-03-17,152.11896078
2017-03-18,152.008729649
2017-03-19,151.01664947
2017-03-20,150.465493815
2017-03-22,151.237111732
2017-03-23,151.126880601
2017-03-24,152.008729649
2017-03-25,151.898498518
2017-03-26,151.898498518
2017-03-29,150.685956077
2017-03-30,150.796187208
2017-03-31,151.347342863
2017-04-01,151.237111732
2017-04-02,150.355262684
2017-04-03,150.134800422
2017-04-04,151.567805125
2017-04-05,151.567805125
2017-04-06,151.126880601
2017-04-07,150.465493815
2017-04-08,151.01664947
2017-04-09,151.457573994
2017-04-10,150.465493815
2017-04-12,152.339423042
2017-04-13,151.567805125
2017-04-14,150.906418339
2017-04-15,150.355262684
2017-04-16,149.693875898
2017-04-17,150.245031553
