"day","value"
2016-06-08,6464
2016-06-09,5418
2016-06-10,7293
2016-06-11,6443
2016-06-12,8924
2016-06-13,8736
2016-06-14,8055
2016-06-15,7888
2016-06-16,5555
2016-06-17,790
2016-06-18,5555
2016-06-19,7875
2016-06-20,9409
2016-06-21,6799
2016-06-22,6749
2016-06-23,8516
2016-06-24,9575
2016-06-25,5177
2016-06-26,9537
2016-06-27,6982
2016-06-28,7597
2016-06-29,8363
2016-06-30,1041
2016-07-01,6554
2016-07-02,8666
2016-07-03,3860
2016-07-04,2282
2016-07-05,7583
2016-07-06,9655
2016-07-07,7786
2016-07-08,10369
2016-07-09,9206
2016-07-10,9081
2016-07-11,8454
2016-07-12,7440
2016-07-13,5914
2016-07-14,6709
2016-07-15,7374
2016-07-16,5878
2016-07-17,1394
2016-07-18,5628
2016-07-19,6292
2016-07-20,6047
2016-07-21,4449
2016-07-22,6757
2016-07-23,5182
2016-07-24,4480
2016-07-25,967
2016-07-26,9934
2016-07-27,6921
2016-07-28,6966
2016-07-29,6183
2016-07-30,6392
2016-07-31,5758
2016-08-01,9038
2016-08-02,6568
2016-08-03,6937
2016-08-04,9225
2016-08-05,9205
2016-08-06,6400
2016-08-07,8094
2016-08-12,168
2016-08-13,7560
2016-08-14,10187
2016-08-15,5438
2016-08-16,5038
2016-08-17,10409
2016-08-18,8972
2016-08-19,9850
2016-08-20,5627
2016-08-21,9312
2016-08-22,11526
2016-08-23,10627
2016-08-24,10715
2016-08-25,12086
2016-08-26,10541
2016-08-27,9760
2016-08-28,8700
2016-08-29,10526
2016-08-30,12140
2016-08-31,9785
2016-09-01,9347
2016-09-02,6210
2016-09-03,6657
2016-09-04,7816
2016-09-05,7575
2016-09-06,6216
2016-09-07,6997
2016-09-08,9776
2016-09-09,5568
2016-09-10,5023
2016-09-11,9340
2016-09-12,8186
2016-09-13,7471
2016-09-14,9052
2016-09-15,8236
2016-09-16,6634
2016-09-17,5727
2016-09-18,7108
2016-09-19,7715
2016-09-20,7824
2016-09-21,6507
2016-09-22,8060
2016-09-23,4928
2016-09-24,5145
2016-09-25,5331
2016-09-26,5891
2016-09-27,4543
2016-09-28,6835
2016-09-29,8509
2016-09-30,6280
2016-10-01,6001
2016-10-02,5064
2016-10-03,431
2016-10-04,8694
2016-10-05,7795
2016-10-06,10501
2016-10-07,8018
2016-10-08,6430
2016-10-09,6109
2016-10-10,7780
2016-10-11,4388
2016-10-12,7646
2016-10-13,7851
2016-10-14,9824
2016-10-15,7516
2016-10-16,11451
2016-10-17,6974
2016-10-18,5477
2016-10-19,5222
2016-10-20,9007
2016-10-21,11633
2016-10-22,8752
2016-10-23,8436
2016-10-24,9368
2016-10-25,6060
2016-10-26,7914
2016-10-27,8652
2016-10-28,5222
2016-10-29,9341
2016-10-30,7067
2016-10-31,8585
2016-11-01,8045
2016-11-02,6681
2016-11-03,462
2016-11-04,882
2016-11-05,3696
2016-11-06,6367
2016-11-07,4123
2016-11-08,5703
2016-11-09,8100
2016-11-10,3542
2016-11-11,971
2016-11-12,6654
2016-11-13,5218
2016-11-14,9516
2016-11-15,10624
2016-11-16,4148
2016-11-17,3944
2016-11-18,7647
2016-11-19,8902
2016-11-20,10490
2016-11-21,5030
2016-11-22,7337
2016-11-23,5908
2016-11-24,5395
2016-11-25,9810
2016-11-26,4724
2016-11-27,9767
2016-11-28,6248
2016-11-29,7760
2016-11-30,8504
2016-12-01,9986
2016-12-02,9731
2016-12-03,6218
2016-12-04,9631
2016-12-05,9809
2016-12-06,12731
2016-12-07,7922
2016-12-08,10693
2016-12-09,7414
2016-12-10,3123
2016-12-11,6052
2016-12-12,9342
