,Date,Weight,Steps
760,2014-09-25,148.481333457,6899
761,2014-09-26,149.804107029,5564
762,2014-09-27,149.693875898,3913
763,2014-09-28,150.575724946,5848
764,2014-09-29,150.906418339,9363
765,2014-09-30,150.245031553,6760
766,2014-10-01,149.583644767,5665
767,2014-10-02,150.245031553,8372
768,2014-10-03,150.024569291,5846
769,2014-10-04,150.68595607700001,4382
770,2014-10-05,149.693875898,6888
771,2014-10-06,148.481333457,7653
772,2014-10-07,148.59156458799998,8058
773,2014-10-08,148.59156458799998,7467
774,2014-10-09,149.032489112,7614
775,2014-10-10,148.260871195,8307
776,2014-10-11,149.583644767,6230
777,2014-10-12,148.59156458799998,7582
778,2014-10-13,150.024569291,7798
779,2014-10-14,149.252951374,7632
780,2014-10-15,149.14272024299999,8498
781,2014-10-16,149.473413636,21779
782,2014-10-17,149.693875898,14651
783,2014-10-18,150.906418339,12726
784,2014-10-19,151.678036256,13014
785,2014-10-20,150.68595607700001,22919
786,2014-10-21,151.567805125,16757
787,2014-10-22,152.559885304,11449
788,2014-10-23,151.126880601,6854
789,2014-10-24,151.678036256,9642
790,2014-10-25,150.796187208,9765
791,2014-10-26,150.134800422,11648
792,2014-10-27,150.465493815,4708
793,2014-10-28,150.465493815,6795
794,2014-10-29,150.575724946,5972
795,2014-10-30,150.024569291,8504
796,2014-10-31,150.245031553,5280
797,2014-11-01,150.355262684,8363
798,2014-11-02,149.693875898,7244
799,2014-11-03,150.134800422,9658
800,2014-11-04,149.693875898,7813
801,2014-11-05,148.922257981,4263
802,2014-11-06,148.481333457,3069
803,2014-11-07,150.134800422,8061
804,2014-11-09,150.355262684,9084
805,2014-11-10,151.126880601,7504
806,2014-11-11,150.796187208,4348
807,2014-11-12,150.355262684,8046
808,2014-11-13,149.91433816,7722
809,2014-11-14,149.032489112,5100
810,2014-11-15,148.81202685,7721
811,2014-11-16,148.922257981,7854
812,2014-11-17,148.150640064,6380
813,2014-11-18,148.04040893299998,7749
814,2014-11-19,148.04040893299998,8042
815,2014-11-20,148.150640064,4293
816,2014-11-21,148.59156458799998,5966
817,2014-11-22,148.59156458799998,8362
818,2014-11-23,147.930177802,3725
819,2014-11-24,148.81202685,8286
820,2014-11-25,149.363182505,6708
821,2014-11-26,149.91433816,3694
822,2014-11-27,147.930177802,9512
823,2014-11-28,147.930177802,8140
824,2014-11-29,148.150640064,2679
825,2014-12-02,147.930177802,9201
826,2014-12-03,147.70971554,4903
827,2014-12-04,147.04832875399998,6635
828,2014-12-05,147.158559885,4704
829,2014-12-06,147.268791016,4861
830,2014-12-07,147.04832875399998,5552
831,2014-12-08,146.938097623,5595
832,2014-12-09,146.60740423,6386
833,2014-12-10,147.819946671,4919
834,2014-12-11,147.158559885,6423
835,2014-12-12,147.379022147,7338
836,2014-12-13,146.386941968,4772
837,2014-12-14,146.497173099,10548
838,2014-12-15,146.938097623,5730
839,2014-12-16,146.497173099,5086
840,2014-12-17,146.938097623,4745
841,2014-12-18,146.497173099,2164
842,2014-12-19,146.056248575,1778
843,2014-12-20,146.386941968,4430
844,2014-12-21,145.394861789,5278
845,2014-12-22,145.835786313,5629
846,2014-12-23,145.284630658,8046
847,2014-12-24,146.276710837,5854
848,2014-12-25,145.946017444,3484
849,2014-12-26,146.166479706,6765
850,2014-12-27,146.497173099,7908
851,2014-12-28,145.725555182,10508
852,2014-12-29,146.386941968,19685
853,2014-12-30,146.166479706,12484
854,2014-12-31,149.252951374,14702
855,2015-01-01,147.819946671,17188
856,2015-01-02,146.827866492,18311
857,2015-01-03,147.59948440899998,9643
858,2015-01-04,146.497173099,7674
859,2015-01-05,145.835786313,4129
860,2015-01-06,146.166479706,3458
861,2015-01-07,146.386941968,2883
862,2015-01-08,146.60740423,3184
863,2015-01-09,146.60740423,3472
864,2015-01-10,146.717635361,3672
865,2015-01-11,146.497173099,4718
866,2015-01-12,145.946017444,3588
867,2015-01-13,145.61532405100002,4283
868,2015-01-14,146.938097623,5832
869,2015-01-15,146.497173099,4932
870,2015-01-16,147.379022147,5321
871,2015-01-17,146.827866492,4804
872,2015-01-18,147.70971554,4393
873,2015-01-19,147.59948440899998,8531
874,2015-01-20,147.268791016,8426
875,2015-01-21,146.717635361,6244
876,2015-01-22,146.827866492,5264
877,2015-01-23,146.60740423,2804
878,2015-01-24,146.60740423,6821
879,2015-01-25,145.946017444,378
880,2015-01-26,146.717635361,6359
881,2015-01-27,145.835786313,5471
882,2015-01-28,145.946017444,7125
883,2015-01-29,146.166479706,5993
884,2015-01-30,146.386941968,7648
885,2015-01-31,146.938097623,4662
886,2015-02-01,147.04832875399998,5845
887,2015-02-02,146.938097623,11168
888,2015-02-03,145.835786313,7919
889,2015-02-04,145.725555182,4532
890,2015-02-05,145.946017444,8584
891,2015-02-06,146.056248575,7486
892,2015-02-07,146.166479706,7083
893,2015-02-08,147.268791016,5213
894,2015-02-09,146.717635361,5823
895,2015-02-10,146.60740423,5510
896,2015-02-11,146.276710837,5353
897,2015-02-12,146.717635361,8521
898,2015-02-13,145.50509292,7772
899,2015-02-14,144.953937265,7555
900,2015-02-15,145.50509292,5204
901,2015-02-16,145.394861789,2734
902,2015-02-17,145.835786313,8046
903,2015-02-18,145.61532405100002,7540
904,2015-02-19,146.717635361,7268
905,2015-02-20,146.827866492,11700
906,2015-02-21,146.827866492,7112
907,2015-02-22,146.60740423,4317
908,2015-02-23,147.379022147,6079
909,2015-02-24,147.48925327799998,7527
910,2015-02-26,146.166479706,7535
911,2015-02-27,145.61532405100002,4072
912,2015-02-28,146.60740423,5376
913,2015-03-01,146.166479706,3354
914,2015-03-02,146.938097623,9266
915,2015-03-03,145.725555182,8574
916,2015-03-04,145.394861789,11889
917,2015-03-05,143.631163693,4859
918,2015-03-06,143.851625955,7440
919,2015-03-07,144.40278161,7677
920,2015-03-08,142.639083514,9598
921,2015-03-09,145.725555182,8009
922,2015-03-10,145.50509292,7784
923,2015-03-11,144.843706134,9712
924,2015-03-12,144.07208821700002,7455
925,2015-03-13,145.284630658,7803
926,2015-03-14,145.61532405100002,7873
927,2015-03-15,145.50509292,8427
928,2015-03-16,144.62324387200002,8047
929,2015-03-17,145.394861789,8041
930,2015-03-18,145.394861789,3740
931,2015-03-19,146.60740423,7729
932,2015-03-20,146.60740423,8080
933,2015-03-23,144.733475003,7593
934,2015-03-24,144.07208821700002,5259
935,2015-03-25,143.741394824,4106
936,2015-03-26,143.30047030000003,3079
937,2015-03-27,143.30047030000003,4260
938,2015-03-28,143.741394824,4374
939,2015-03-29,143.30047030000003,3823
940,2015-03-30,144.40278161,3456
941,2015-03-31,144.292550479,5709
942,2015-04-02,145.064168396,7906
943,2015-04-03,144.182319348,10124
944,2015-04-04,144.513012741,10170
945,2015-04-06,144.953937265,9332
946,2015-04-07,144.07208821700002,8400
947,2015-04-08,145.284630658,4555
948,2015-04-09,144.40278161,7371
949,2015-04-10,143.961857086,7885
950,2015-04-11,142.528852383,13778
951,2015-04-12,143.851625955,14438
952,2015-04-13,143.631163693,6984
953,2015-04-14,144.513012741,11218
954,2015-04-16,145.835786313,11724
955,2015-04-17,146.166479706,9456
956,2015-04-18,144.953937265,9354
957,2015-04-19,145.50509292,5115
958,2015-04-20,144.843706134,5699
959,2015-04-21,144.953937265,4964
960,2015-04-22,144.513012741,4797
961,2015-04-23,145.394861789,5483
962,2015-04-24,145.61532405100002,7376
963,2015-04-25,146.166479706,2135
964,2015-04-26,145.835786313,8047
965,2015-04-27,145.835786313,5296
966,2015-04-28,144.513012741,8643
967,2015-04-29,144.07208821700002,8193
968,2015-04-30,143.520932562,10901
969,2015-05-01,143.851625955,11656
970,2015-05-02,144.62324387200002,9297
971,2015-05-03,144.843706134,6141
972,2015-05-04,144.733475003,8141
973,2015-05-05,144.513012741,6375
974,2015-05-06,144.07208821700002,10180
975,2015-05-07,143.961857086,11862
976,2015-05-08,143.741394824,8210
977,2015-05-09,143.631163693,6555
978,2015-05-10,144.40278161,9472
979,2015-05-11,143.410701431,11177
980,2015-05-12,142.528852383,11196
981,2015-05-13,142.859545776,7026
982,2015-05-14,143.190239169,8309
983,2015-05-15,142.969776907,4148
984,2015-05-16,143.851625955,10125
985,2015-05-17,143.410701431,9714
986,2015-05-19,143.631163693,6143
987,2015-05-20,143.190239169,6903
988,2015-05-21,143.410701431,5681
989,2015-05-22,143.080008038,8978
990,2015-05-23,143.30047030000003,6467
991,2015-05-24,143.741394824,9014
992,2015-05-25,143.741394824,10044
993,2015-05-26,143.080008038,6360
994,2015-05-27,145.064168396,6465
995,2015-05-28,143.631163693,6491
996,2015-05-29,142.639083514,6948
997,2015-05-30,142.749314645,5421
998,2015-05-31,143.190239169,5166
999,2015-06-01,142.749314645,10166
1000,2015-06-02,142.969776907,5850
1001,2015-06-04,141.97769672799998,6573
1002,2015-06-05,142.528852383,6560
1003,2015-06-06,142.749314645,8387
1004,2015-06-07,143.30047030000003,5505
1005,2015-06-08,142.969776907,10967
1006,2015-06-09,143.30047030000003,8443
1007,2015-06-10,143.410701431,5979
1008,2015-06-12,142.639083514,311
1009,2015-06-13,143.30047030000003,5728
1010,2015-06-14,143.190239169,7737
1011,2015-06-15,142.639083514,6116
1012,2015-06-16,143.30047030000003,5539
1013,2015-06-17,142.639083514,3486
1014,2015-06-19,141.97769672799998,4877
1015,2015-06-20,141.536772204,5256
1016,2015-06-21,142.308390121,10806
1017,2015-06-22,142.528852383,9187
1018,2015-06-23,142.087927859,7331
1019,2015-06-24,142.087927859,5997
1020,2015-06-25,142.639083514,4608
1021,2015-06-26,142.749314645,7214
1022,2015-06-27,143.520932562,4028
1023,2015-06-28,144.182319348,5158
1024,2015-06-29,143.520932562,12165
1025,2015-06-30,143.30047030000003,4934
1026,2015-07-01,143.190239169,7656
1027,2015-07-02,142.639083514,8381
1028,2015-07-03,142.19815899,6964
1029,2015-07-04,142.859545776,7472
1030,2015-07-05,141.757234466,6619
1031,2015-07-07,142.859545776,6276
1032,2015-07-08,142.969776907,4911
1033,2015-07-09,143.30047030000003,6507
1034,2015-07-10,142.528852383,7301
1035,2015-07-11,142.418621252,6570
1036,2015-07-12,142.087927859,5663
1037,2015-07-13,144.07208821700002,3537
1038,2015-07-14,143.961857086,9575
1039,2015-07-15,142.859545776,7103
1040,2015-07-16,143.520932562,10257
1041,2015-07-17,142.528852383,4873
1042,2015-07-18,141.42654107299998,8008
1043,2015-07-19,141.09584768,3609
1044,2015-07-21,142.19815899,2875
1045,2015-07-22,143.190239169,8381
1046,2015-07-23,142.749314645,7883
1047,2015-07-24,142.528852383,8057
1048,2015-07-26,142.749314645,10506
1049,2015-07-29,147.04832875399998,1629
1050,2015-07-31,143.190239169,4789
1051,2015-08-01,141.757234466,5061
1052,2015-08-02,141.97769672799998,4725
1053,2015-08-03,141.867465597,7145
1054,2015-08-05,141.867465597,11455
1055,2015-08-09,141.42654107299998,5481
1056,2015-08-10,141.647003335,6078
1057,2015-08-11,141.97769672799998,7931
1058,2015-08-12,141.647003335,12466
1059,2015-08-13,142.308390121,5728
1060,2015-08-14,142.749314645,7032
1061,2015-08-15,142.639083514,6897
1062,2015-08-17,143.080008038,8902
1063,2015-08-18,141.316309942,11736
1064,2015-08-19,144.07208821700002,4269
1065,2015-08-20,143.190239169,5756
1066,2015-08-21,143.741394824,5868
1067,2015-08-22,143.30047030000003,6979
1068,2015-08-23,143.080008038,12749
1069,2015-08-24,142.749314645,11810
1070,2015-08-25,143.190239169,10178
1071,2015-08-26,142.528852383,10332
1072,2015-08-28,142.087927859,12484
1073,2015-08-29,143.080008038,4336
1074,2015-08-30,142.969776907,5398
1075,2015-08-31,142.749314645,10199
1076,2015-09-01,143.30047030000003,7749
1077,2015-09-02,142.528852383,7450
1078,2015-09-03,142.308390121,6878
1079,2015-09-04,140.544692025,8571
1080,2015-09-05,141.42654107299998,7866
1081,2015-09-06,142.087927859,5794
1082,2015-09-07,140.544692025,9030
1083,2015-09-08,140.87538541799998,6479
1084,2015-09-09,141.206078811,7129
1085,2015-09-11,141.206078811,8837
1086,2015-09-14,141.316309942,378
1087,2015-09-15,141.536772204,7816
1088,2015-09-16,140.765154287,8414
1089,2015-09-17,140.98561654899999,6862
1090,2015-09-18,140.654923156,8035
1091,2015-09-19,141.206078811,10220
1092,2015-09-20,139.442380715,4237
1093,2015-09-21,141.647003335,8330
1094,2015-09-22,141.867465597,8082
1095,2015-09-23,140.98561654899999,7365
1096,2015-09-24,140.87538541799998,8074
1097,2015-09-25,140.98561654899999,7316
1098,2015-09-26,141.97769672799998,7714
1099,2015-09-27,141.867465597,11223
1100,2015-09-28,141.97769672799998,7571
1101,2015-09-29,141.97769672799998,7251
1102,2015-09-30,141.206078811,9297
1103,2015-10-01,141.206078811,8060
1104,2015-10-02,141.42654107299998,7289
1105,2015-10-03,143.410701431,7046
1106,2015-10-04,142.859545776,13137
1107,2015-10-05,142.639083514,7980
1108,2015-10-06,143.080008038,9442
1109,2015-10-07,141.97769672799998,7187
1110,2015-10-08,143.190239169,7095
1111,2015-10-09,143.631163693,9040
1112,2015-10-10,144.292550479,8463
1113,2015-10-11,143.741394824,3445
1114,2015-10-12,142.859545776,10861
1115,2015-10-13,143.741394824,5587
1116,2015-10-14,140.98561654899999,9160
1117,2015-10-16,144.843706134,5057
1118,2015-10-17,144.953937265,6985
1119,2015-10-18,144.843706134,13825
1120,2015-10-19,144.40278161,6017
1121,2015-10-20,144.40278161,9096
1122,2015-10-21,144.843706134,9771
1123,2015-10-22,144.62324387200002,6277
1124,2015-10-23,145.394861789,4498
1125,2015-10-24,144.40278161,10095
1126,2015-10-25,143.410701431,9721
1127,2015-10-26,143.190239169,8312
1128,2015-10-27,143.741394824,1146
1129,2015-10-28,143.410701431,2073
1130,2015-10-29,143.30047030000003,11842
1131,2015-10-30,143.631163693,14429
1132,2015-10-31,145.394861789,13177
1133,2015-11-01,144.513012741,10295
1134,2015-11-02,144.40278161,15947
1135,2015-11-03,144.40278161,3474
1136,2015-11-09,145.50509292,14582
1137,2015-11-10,144.733475003,1673
1138,2015-11-11,145.61532405100002,2106
1139,2015-11-12,144.843706134,3905
1140,2015-11-13,144.292550479,7348
1141,2015-11-14,144.513012741,7736
1142,2015-11-15,143.410701431,9202
1143,2015-11-16,144.182319348,7810
1144,2015-11-17,144.07208821700002,7826
1145,2015-11-19,144.07208821700002,8171
1146,2015-11-20,144.843706134,5156
1147,2015-11-21,144.843706134,5482
1148,2015-11-22,145.17439952700002,11469
1149,2015-11-23,145.50509292,8077
1150,2015-11-24,146.386941968,5586
1151,2015-11-25,145.284630658,8856
1152,2015-11-26,144.513012741,2604
1153,2015-11-27,145.725555182,7874
1154,2015-11-28,145.064168396,6812
1155,2015-11-29,145.064168396,5413
1156,2015-11-30,145.394861789,2905
1157,2015-12-01,144.953937265,5306
1158,2015-12-02,145.394861789,5459
1159,2015-12-03,145.17439952700002,5964
1160,2015-12-04,145.394861789,7127
1161,2015-12-05,146.386941968,7474
1162,2015-12-06,145.835786313,165
1163,2015-12-12,147.379022147,4866
1164,2015-12-13,146.938097623,8637
1165,2015-12-14,146.938097623,6724
1166,2015-12-15,145.946017444,8333
1167,2015-12-16,146.497173099,11598
1168,2015-12-17,147.48925327799998,5852
1169,2015-12-18,146.717635361,5367
1170,2015-12-19,146.386941968,7381
1171,2015-12-20,147.04832875399998,11723
1172,2015-12-21,147.379022147,9194
1173,2015-12-22,145.725555182,5735
1174,2015-12-23,145.61532405100002,8358
1175,2015-12-24,145.50509292,4943
1176,2015-12-25,146.276710837,11148
1177,2015-12-26,146.827866492,4808
1178,2015-12-27,146.386941968,4765
1179,2015-12-28,146.056248575,4640
1180,2015-12-29,145.61532405100002,4473
1181,2015-12-31,145.725555182,5359
1182,2016-01-01,146.60740423,4816
1183,2016-01-02,145.946017444,887
1184,2016-01-03,146.60740423,4239
1185,2016-01-04,146.386941968,6754
1186,2016-01-05,145.394861789,4404
1187,2016-01-06,145.17439952700002,8351
1188,2016-01-08,145.835786313,8799
1189,2016-01-09,147.04832875399998,5220
1190,2016-01-10,145.946017444,7730
1191,2016-01-11,145.725555182,3919
1192,2016-01-12,145.835786313,9029
1193,2016-01-13,147.379022147,4713
1194,2016-01-15,145.50509292,3089
1195,2016-01-16,146.386941968,3440
1196,2016-01-17,147.268791016,8388
1197,2016-01-18,146.276710837,7318
1198,2016-01-19,147.59948440899998,7985
1199,2016-01-20,147.819946671,9459
1200,2016-01-22,146.60740423,5735
1201,2016-01-24,146.497173099,9150
1202,2016-01-25,146.276710837,9240
1203,2016-01-26,146.386941968,6632
1204,2016-01-27,146.497173099,4626
1205,2016-01-29,147.158559885,5392
1206,2016-01-31,149.91433816,8511
1207,2016-02-01,150.245031553,8087
1208,2016-02-02,149.473413636,4208
1209,2016-02-03,149.363182505,6924
1210,2016-02-04,149.91433816,9302
1211,2016-02-05,149.032489112,5814
1212,2016-02-06,149.91433816,12804
1213,2016-02-08,150.465493815,3678
1214,2016-02-09,150.465493815,7653
1215,2016-02-10,150.245031553,3097
1216,2016-02-11,150.134800422,3762
1217,2016-02-12,151.567805125,3933
1218,2016-02-13,150.134800422,6530
1219,2016-02-14,150.024569291,3571
1220,2016-02-15,151.567805125,5196
1221,2016-02-16,150.906418339,10585
1222,2016-02-17,150.245031553,9512
1223,2016-02-18,150.134800422,7302
1224,2016-02-19,150.024569291,7328
1225,2016-02-20,150.796187208,5407
1226,2016-02-21,150.355262684,9659
1227,2016-02-22,148.81202685,3897
1228,2016-02-27,150.245031553,9684
1229,2016-02-29,150.355262684,6591
1230,2016-03-01,149.804107029,6394
1231,2016-03-03,149.363182505,9459
1232,2016-03-04,148.701795719,8961
1233,2016-03-05,149.693875898,6370
1234,2016-03-06,149.804107029,4457
1235,2016-03-07,150.796187208,4226
1236,2016-03-08,150.024569291,4772
1237,2016-03-09,149.363182505,5612
1238,2016-03-10,150.134800422,7779
1239,2016-03-11,149.032489112,6934
1240,2016-03-12,149.252951374,6872
1241,2016-03-13,149.693875898,9592
1242,2016-03-14,151.347342863,6193
1243,2016-03-15,150.796187208,9740
1244,2016-03-16,149.14272024299999,7913
1245,2016-03-17,148.481333457,6388
1246,2016-03-18,147.930177802,8618
1247,2016-03-20,150.355262684,7763
1248,2016-03-21,149.91433816,7884
1249,2016-03-22,148.59156458799998,9993
1250,2016-03-24,149.032489112,18016
1251,2016-03-25,149.363182505,13697
1252,2016-03-27,149.252951374,22439
1253,2016-03-28,151.898498518,12682
1254,2016-03-29,151.78826738700002,13039
1255,2016-03-30,150.024569291,19568
1256,2016-04-01,147.930177802,11508
1257,2016-04-02,148.922257981,15469
1258,2016-04-03,147.930177802,16040
1259,2016-04-04,148.150640064,12692
1260,2016-04-07,148.81202685,6806
1261,2016-04-08,148.371102326,7139
1262,2016-04-09,148.371102326,6456
1263,2016-04-10,148.481333457,5124
1264,2016-04-11,148.59156458799998,5554
1265,2016-04-12,148.04040893299998,6584
1266,2016-04-13,148.59156458799998,8184
1267,2016-04-14,148.59156458799998,7562
1268,2016-04-17,148.81202685,4576
1269,2016-04-18,149.14272024299999,3903
1270,2016-04-19,149.473413636,6547
1271,2016-04-20,149.804107029,6491
1272,2016-04-21,150.024569291,5068
1273,2016-04-24,150.355262684,6340
1274,2016-04-25,150.134800422,6416
1275,2016-04-26,149.804107029,5764
1276,2016-04-27,149.252951374,5646
1277,2016-04-28,148.371102326,5876
1278,2016-04-29,148.260871195,5238
1279,2016-04-30,148.150640064,4827
1280,2016-05-01,149.252951374,4687
1281,2016-05-02,148.59156458799998,7158
1282,2016-05-03,148.481333457,5414
1283,2016-05-04,149.14272024299999,7396
1284,2016-05-05,148.922257981,7478
1285,2016-05-06,149.473413636,6540
1286,2016-05-07,150.024569291,6188
1287,2016-05-08,151.01664947,9208
1288,2016-05-09,150.355262684,5054
1289,2016-05-10,149.583644767,7680
1290,2016-05-11,149.693875898,7621
1291,2016-05-12,149.14272024299999,8727
1292,2016-05-25,152.11896078,1338
1293,2016-05-26,150.575724946,5990
1294,2016-05-27,150.134800422,10962
1295,2016-05-28,150.68595607700001,7256
1296,2016-05-29,150.465493815,10682
1297,2016-05-30,149.91433816,8974
1298,2016-05-31,149.363182505,6015
1299,2016-06-01,149.252951374,5773
1300,2016-06-02,149.14272024299999,3824
1301,2016-06-03,149.583644767,7048
1302,2016-06-04,149.252951374,8906
1303,2016-06-06,149.583644767,5480
1304,2016-06-07,149.693875898,8892
1305,2016-06-09,149.032489112,5418
1306,2016-06-10,151.126880601,7293
1307,2016-06-11,150.355262684,6443
1308,2016-06-12,150.575724946,8924
1309,2016-06-13,151.457573994,8736
1310,2016-06-14,151.457573994,8055
1311,2016-06-15,152.22919191100002,7888
1312,2016-06-17,151.23711173200002,790
1313,2016-06-18,151.347342863,5555
1314,2016-06-19,151.78826738700002,7875
1315,2016-06-20,150.68595607700001,9409
1316,2016-06-21,151.347342863,6799
1317,2016-06-22,151.01664947,6749
1318,2016-06-23,151.126880601,8516
1319,2016-06-24,150.906418339,9575
1320,2016-06-25,150.245031553,5177
1321,2016-06-26,150.245031553,9537
1322,2016-06-27,151.01664947,6982
1323,2016-06-29,151.23711173200002,8363
1324,2016-06-30,150.355262684,1041
1325,2016-07-02,151.126880601,8666
1326,2016-07-03,152.008729649,3860
1327,2016-07-04,153.111040959,2282
1328,2016-07-05,151.898498518,7583
1329,2016-07-06,151.347342863,9655
1330,2016-07-07,151.567805125,7786
1331,2016-07-08,150.906418339,10369
1332,2016-07-11,150.906418339,8454
1333,2016-07-13,150.68595607700001,5914
1334,2016-07-14,150.68595607700001,6709
1335,2016-07-15,150.355262684,7374
1336,2016-07-19,152.559885304,6292
1337,2016-07-21,151.898498518,4449
1338,2016-07-22,151.457573994,6757
1339,2016-07-24,152.670116435,4480
1340,2016-07-25,152.22919191100002,967
1341,2016-07-26,152.559885304,9934
1342,2016-07-27,152.890578697,6921
1343,2016-07-28,152.22919191100002,6966
1344,2016-07-30,151.78826738700002,6392
1345,2016-07-31,151.78826738700002,5758
1346,2016-08-02,152.11896078,6568
1347,2016-08-04,150.68595607700001,9225
1348,2016-08-05,151.126880601,9205
1349,2016-08-06,152.449654173,6400
1350,2016-08-07,153.331503221,8094
1351,2016-08-12,152.670116435,168
1352,2016-08-14,153.551965483,10187
1353,2016-08-15,153.111040959,5438
1354,2016-08-17,152.33942304200002,10409
1355,2016-08-18,152.22919191100002,8972
1356,2016-08-19,152.008729649,9850
1357,2016-08-20,152.33942304200002,5627
1358,2016-08-21,153.000809828,9312
1359,2016-08-22,153.331503221,11526
1360,2016-08-23,152.670116435,10627
1361,2016-08-24,153.000809828,10715
1362,2016-08-25,152.33942304200002,12086
1363,2016-08-26,152.78034756600002,10541
1364,2016-08-27,153.551965483,9760
1365,2016-08-28,153.882658876,8700
1366,2016-08-29,153.551965483,10526
1367,2016-08-30,153.22127209,12140
1368,2016-08-31,153.111040959,9785
1369,2016-09-01,152.22919191100002,9347
1370,2016-09-02,152.670116435,6210
1371,2016-09-03,152.890578697,6657
1372,2016-09-04,153.992890007,7816
1373,2016-09-05,153.000809828,7575
1374,2016-09-06,152.33942304200002,6216
1375,2016-09-07,151.126880601,6997
1376,2016-09-08,150.906418339,9776
1377,2016-09-09,151.898498518,5568
1378,2016-09-10,151.347342863,5023
1379,2016-09-11,152.33942304200002,9340
1380,2016-09-12,151.78826738700002,8186
1381,2016-09-13,151.457573994,7471
1382,2016-09-14,151.898498518,9052
1383,2016-09-15,151.23711173200002,8236
1384,2016-09-16,151.78826738700002,6634
1385,2016-09-17,151.78826738700002,5727
1386,2016-09-18,151.347342863,7108
1387,2016-09-19,152.22919191100002,7715
1388,2016-09-20,152.008729649,7824
1389,2016-09-21,152.11896078,6507
1390,2016-09-22,152.008729649,8060
1391,2016-09-23,151.898498518,4928
1392,2016-09-24,151.78826738700002,5145
1393,2016-09-25,151.678036256,5331
1394,2016-09-26,151.01664947,5891
1395,2016-09-27,151.78826738700002,4543
1396,2016-09-28,152.008729649,6835
1397,2016-09-30,151.01664947,6280
1398,2016-10-01,151.23711173200002,6001
1399,2016-10-02,151.457573994,5064
1400,2016-10-03,151.126880601,431
1401,2016-10-04,151.678036256,8694
1402,2016-10-05,152.008729649,7795
1403,2016-10-06,153.000809828,10501
1404,2016-10-07,153.111040959,8018
1405,2016-10-08,152.33942304200002,6430
1406,2016-10-09,151.898498518,6109
1407,2016-10-10,152.33942304200002,7780
1408,2016-10-11,152.11896078,4388
1409,2016-10-12,151.898498518,7646
1410,2016-10-13,151.126880601,7851
1411,2016-10-14,151.678036256,9824
1412,2016-10-15,150.906418339,7516
1413,2016-10-16,151.01664947,11451
1414,2016-10-17,151.23711173200002,6974
1415,2016-10-18,152.33942304200002,5477
1416,2016-10-19,152.33942304200002,5222
1417,2016-10-20,152.449654173,9007
1418,2016-10-21,151.23711173200002,11633
1419,2016-10-22,152.559885304,8752
1420,2016-10-23,152.78034756600002,8436
1421,2016-10-24,152.890578697,9368
1422,2016-10-25,152.22919191100002,6060
1423,2016-10-27,152.33942304200002,8652
1424,2016-10-28,152.559885304,5222
1425,2016-10-30,151.78826738700002,7067
1426,2016-10-31,150.796187208,8585
1427,2016-11-02,151.23711173200002,6681
1428,2016-11-03,150.465493815,462
1429,2016-11-04,151.23711173200002,882
1430,2016-11-06,150.68595607700001,6367
1431,2016-11-07,151.01664947,4123
1432,2016-11-08,150.024569291,5703
1433,2016-11-09,150.465493815,8100
1434,2016-11-10,149.583644767,3542
1435,2016-11-11,150.024569291,971
1436,2016-11-12,150.355262684,6654
1437,2016-11-13,150.796187208,5218
1438,2016-11-14,150.134800422,9516
1439,2016-11-15,152.008729649,10624
1440,2016-11-16,152.11896078,4148
1441,2016-11-17,151.457573994,3944
1442,2016-11-18,151.78826738700002,7647
1443,2016-11-19,151.01664947,8902
1444,2016-11-20,150.68595607700001,10490
1445,2016-11-21,150.906418339,5030
1446,2016-11-22,151.01664947,7337
1447,2016-11-23,152.008729649,5908
1448,2016-11-24,151.347342863,5395
1449,2016-11-25,152.449654173,9810
1450,2016-11-26,152.33942304200002,4724
1451,2016-11-27,151.78826738700002,9767
1452,2016-11-28,151.678036256,6248
1453,2016-12-09,151.678036256,7414
1454,2016-12-11,152.008729649,6052
1455,2016-12-12,152.33942304200002,9342
